TITLE;PRODUCTION_YEAR;SERIE_TITLE;SERIE_PROD_YEAR;SEASON_NR;EPISODE_NR;SERIES_YEARS;KIND;TITLELINK;PRODUCTIONYEARLINK;LINK;KEYWORD;NAME;GENDER;PERSON_INFO;INFO_CONTEXT;ROLE;ROLE_NAME;NOTE;NR_ORDER
La pistola de mi hermano;1997;;;;;;movie;;;;historic;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
La pistola de mi hermano;1997;;;;;;movie;;;;thriller;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
Más allá del jardín;1996;;;;;;movie;;;;;Saura, Antonio;m;9 July 1960;birth date;producer;;(associate producer);
Más allá del jardín;1996;;;;;;movie;;;;;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
Matías, juez de línea;1996;;;;;;movie;;;;action;Saura, Antonio;m;9 July 1960;birth date;producer;;(associate producer);
Matías, juez de línea;1996;;;;;;movie;;;;action;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
Remando al viento;1988;;;;;;movie;;;;action;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;adult;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;adventure;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;family;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;historic;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;musical;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;sport;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;thriller;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;war;Saura, Antonio;m;9 July 1960;birth date;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;action;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;adult;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;adventure;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;family;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;historic;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;musical;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;sport;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;thriller;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Remando al viento;1988;;;;;;movie;;;;war;Saura, Antonio;m;Madrid, Spain;birth notes;miscellaneous crew;;(historical advisor);
Sólo se muere dos veces;1997;;;;;;movie;;;;;Saura, Antonio;m;9 July 1960;birth date;producer;;(associate producer);
Sólo se muere dos veces;1997;;;;;;movie;;;;;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
Tranvía a la Malvarrosa;1997;;;;;;movie;;;;;Saura, Antonio;m;9 July 1960;birth date;producer;;(associate producer);
Tranvía a la Malvarrosa;1997;;;;;;movie;;;;;Saura, Antonio;m;Madrid, Spain;birth notes;producer;;(associate producer);
One Mans Hero;1999;;;;;;movie;;;;action;Thomas, Mark;m;19 June 1941;birth date;actor;McFadden;;220
One Mans Hero;1999;;;;;;movie;;;;adult;Thomas, Mark;m;19 June 1941;birth date;actor;McFadden;;220
One Mans Hero;1999;;;;;;movie;;;;historic;Thomas, Mark;m;19 June 1941;birth date;actor;McFadden;;220
One Mans Hero;1999;;;;;;movie;;;;action;Thomas, Mark;m;Brooklyn, New York, USA;birth notes;actor;McFadden;;220
One Mans Hero;1999;;;;;;movie;;;;adult;Thomas, Mark;m;Brooklyn, New York, USA;birth notes;actor;McFadden;;220
One Mans Hero;1999;;;;;;movie;;;;historic;Thomas, Mark;m;Brooklyn, New York, USA;birth notes;actor;McFadden;;220
The Sea Change;1998;;;;;;movie;;;;;Thomas, Mark 1;m;1956;birth date;composer;;;
The Sea Change;1998;;;;;;movie;;;;;Thomas, Mark 1;m;Penclawdd, Wales, UK;birth notes;composer;;;
Lescoltador;1999;;;;;;movie;;;;;Torras, Carles 1;m;1974;birth date;miscellaneous crew;;(production assistant);
Lescoltador;1999;;;;;;movie;;;;;Torras, Carles 1;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;miscellaneous crew;;(production assistant);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;comedy;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;comedy;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;fiction;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;fiction;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;comedy;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;comedy;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;fiction;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;fiction;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;comedy;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;comedy;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;fiction;Torras, Carles;m;1967;birth date;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;fiction;Torras, Carles;m;1967;birth date;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol 2;1996;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol amb Andreu Buenafuente;1995;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;comedy;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;(1999-2000);
La cosa nostra;1999;;;;;1999-2000;tv series;Sense títol, s/n;1998;follows;fiction;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;(writer);2010
Malalts de tele;1997;;;;;1997-2000;tv series;;;;;Torras, Carles;m;1967;birth date;actor;Himself;;
Malalts de tele;1997;;;;;1997-2000;tv series;;;;;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;actor;Himself;;
Sense títol 2;1996;;;;;1996-1997;tv series;La cosa nostra;1999;followed by;;Torras, Carles;m;1967;birth date;writer;;;
Sense títol 2;1996;;;;;1996-1997;tv series;Sense títol amb Andreu Buenafuente;1995;follows;;Torras, Carles;m;1967;birth date;writer;;;
Sense títol 2;1996;;;;;1996-1997;tv series;Sense títol, s/n;1998;followed by;;Torras, Carles;m;1967;birth date;writer;;;
Sense títol 2;1996;;;;;1996-1997;tv series;La cosa nostra;1999;followed by;;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;;
Sense títol 2;1996;;;;;1996-1997;tv series;Sense títol amb Andreu Buenafuente;1995;follows;;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;;
Sense títol 2;1996;;;;;1996-1997;tv series;Sense títol, s/n;1998;followed by;;Torras, Carles;m;Barcelona, Barcelona, Catalonia, Spain;birth notes;writer;;;
127 millones libres de impuestos;1981;;;;;;movie;;;;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
127 millones libres de impuestos;1981;;;;;;movie;;;;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
127 millones libres de impuestos;1981;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
127 millones libres de impuestos;1981;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Al fin solos, pero...;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Al fin solos, pero...;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Al fin solos, pero...;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Al fin solos, pero...;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
California;1977;;;;;;movie;;;;west;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
California;1977;;;;;;movie;;;;west;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
California;1977;;;;;;movie;;;;west;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Christina y la reconversión sexual;1984;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;west;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;west;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;west;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Cipolla Colt;1975;;;;;;movie;;;;west;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
Clara es el precio;1975;;;;;;movie;;;;;García Ulloa, Alejandro;m;22 October 1910;birth date;actor;Kellerman;;40
Clara es el precio;1975;;;;;;movie;;;;;García Ulloa, Alejandro;m;27 April 2004;death date;actor;Kellerman;;40
Clara es el precio;1975;;;;;;movie;;;;;García Ulloa, Alejandro;m;Barcelona, Spain (complications from a fall);death notes;actor;Kellerman;;40
Conquest;1983;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;family;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;war;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;family;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;war;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;family;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;family;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;war;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(as Alejandro Alonso García);
Conquest;1983;;;;;;movie;;;;war;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(as Alejandro Alonso García);
Corazón de cristal;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;musical;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Corazón de cristal;1986;;;;;;movie;;;;musical;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(director of photography) (as Alexander Ulloa);
Cristóbal Colón, de oficio... descubridor;1982;;;;;;movie;;;;fiction;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
Cristóbal Colón, de oficio... descubridor;1982;;;;;;movie;;;;fiction;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
Cristóbal Colón, de oficio... descubridor;1982;;;;;;movie;;;;fiction;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
Cristóbal Colón, de oficio... descubridor;1982;;;;;;movie;;;;fiction;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El anacoreta;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El anacoreta;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El anacoreta;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El anacoreta;1977;;;;;;movie;;;;;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El caminante;1979;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El caminante;1979;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El caminante;1979;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El caminante;1979;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adult;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adult;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El carnaval de las bestias;1980;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;action;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El disputado voto del señor Cayo;1986;;;;;;movie;;;;adventure;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El divorcio que viene;1980;;;;;;movie;El crack;1981;referenced in;;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;;
El gran mogollón;1982;;;;;;movie;;;;thriller;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;;
El hijo del cura;1982;;;;;;movie;El cura ya tiene hijo;1984;followed by;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;(director of photography);
El hijo del cura;1982;;;;;;movie;El cura ya tiene hijo;1984;followed by;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;(director of photography);
El hijo del cura;1982;;;;;;movie;El cura ya tiene hijo;1984;followed by;;Ulloa, Alejandro;m;Madrid, Spain;birth notes;cinematographer;;(director of photography);
El hijo del cura;1982;;;;;;movie;El cura ya tiene hijo;1984;followed by;;Ulloa, Alejandro;m;Madrid, Spain;death notes;cinematographer;;(director of photography);
El retorno del Hombre-Lobo;1981;;;;;;movie;El aullido del diablo;1987;followed by;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El retorno del Hombre-Lobo;1981;;;;;;movie;La bestia y la espada mágica;1983;followed by;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El retorno del Hombre-Lobo;1981;;;;;;movie;La maldición de la bestia;1975;follows;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El retorno del Hombre-Lobo;1981;;;;;;movie;Licántropo: El asesino de la luna llena;1996;followed by;;Ulloa, Alejandro;m;14 May 2002;death date;cinematographer;;;
El retorno del Hombre-Lobo;1981;;;;;;movie;El aullido del diablo;1987;followed by;;Ulloa, Alejandro;m;14 September 1926;birth date;cinematographer;;;
